"Symbol","Date","Open","High","Low","Close","Percent Change","Volume","Turn Over"
"NEPSE","2021-09-20","2817.98","2821.13","2696.81","2698.25","-4.05 %","8,493,401,009.27","-"
"NEPSE","2021-09-21","2693.42","2766.45","2613.87","2712.07","0.37 %","7,364,798,651.77","-"
"NEPSE","2021-09-22","2719.91","2819.03","2719.89","2816.95","3.82 %","6,179,300,157.62","-"
"NEPSE","2021-09-23","2833.52","2883.13","2804.16","2819.66","0.10 %","7,726,371,029.49","-"
"NEPSE","2021-09-26","2836.36","2846.29","2756.33","2758.48","-2.20 %","6,500,117,780.43","-"
"NEPSE","2021-09-27","2762.6","2769.79","2678.14","2685.42","-2.79 %","5,120,973,095.93","-"
"NEPSE","2021-09-28","2683.6","2695.35","2602.19","2615.4","-2.92 %","5,745,488,178.57","-"
"NEPSE","2021-09-29","2616.78","2666.19","2578.76","2665.94","1.82 %","5,028,555,092.03","-"
"NEPSE","2021-09-30","2667.45","2687.59","2629.95","2633.42","-1.33 %","3,700,029,507.49","-"
"NEPSE","2021-10-03","2637.36","2640.84","2572.96","2577.5","-2.23 %","4,113,814,245.94","-"
"NEPSE","2021-10-04","2577.36","2596.67","2542.09","2570.81","-0.47 %","3,627,799,935.40","-"
"NEPSE","2021-10-05","2569.79","2620.32","2569.78","2612.65","1.43 %","2,996,819,683.01","-"
"NEPSE","2021-10-06","2614.74","2681.39","2614.52","2681.11","2.47 %","4,500,658,141.61","-"
"NEPSE","2021-10-10","2687.19","2720.36","2654.35","2662.58","-0.81 %","4,498,043,580.96","-"
"NEPSE","2021-10-11","2667.59","2670.34","2616.4","2639.38","-0.77 %","3,639,468,092.85","-"
"NEPSE","2021-10-17","2644.42","2670.34","2616.4","2656.97","0.67 %","1,497,375,370.87","-"
"NEPSE","2021-10-18","2656.04","2656.04","2582.26","2587.45","-2.73 %","2,966,899,790.82","-"
"NEPSE","2021-10-19","2588.24","2588.37","2481.85","2510.73","-2.99 %","3,777,793,666.35","-"
"NEPSE","2021-10-20","2522.2","2590.89","2522","2571.66","2.22 %","2,679,028,155.23","-"
"NEPSE","2021-10-21","2573.05","2585.79","2542.65","2556.96","-0.70 %","2,635,390,459.84","-"
"NEPSE","2021-10-24","2557","2587.85","2545.5","2584.53","1.06 %","2,773,420,134.90","-"
"NEPSE","2021-10-25","2588.75","2672.25","2588.24","2672.25","3.29 %","4,308,895,574.87","-"
"NEPSE","2021-10-26","2678.86","2751.41","2678.01","2751.07","2.79 %","6,318,340,931.64","-"
"NEPSE","2021-10-27","2753.4","2806.71","2716.99","2769.13","0.56 %","6,612,648,839.92","-"
"NEPSE","2021-10-28","2768.88","2783.77","2746.23","2782.17","0.29 %","5,395,268,627.81","-"
"NEPSE","2021-10-31","2785.95","2838.09","2775.54","2837.62","1.82 %","7,823,226,492.71","-"
"NEPSE","2021-11-01","2852.32","2866.44","2804.31","2819.87","-0.87 %","7,777,510,777.74","-"
"NEPSE","2021-11-02","2824.83","2845.89","2789.2","2843.62","0.73 %","6,073,716,888.38","-"
"NEPSE","2021-11-03","2858.74","2878.2","2837.59","2848.84","-0.01 %","6,553,059,152.26","-"
"NEPSE","2021-11-08","2854.38","2863.8","2821.64","2829.65","-0.86 %","4,420,719,103.13","-"
"NEPSE","2021-11-09","2831","2833.05","2730.21","2749.86","-2.82 %","6,527,729,547.47","-"
"NEPSE","2021-11-11","2750.03","2750.28","2687.68","2690.29","-2.17 %","5,119,602,539.69","-"
"NEPSE","2021-11-14","2694.05","2704.47","2667.34","2688.92","-0.05 %","4,096,219,525.40","-"
"NEPSE","2021-11-15","2688.06","2728.91","2685.67","2715.35","0.98 %","4,734,651,443.84","-"
"NEPSE","2021-11-16","2720.59","2784.63","2716","2784.58","2.55 %","5,521,650,856.75","-"
"NEPSE","2021-11-17","2795.19","2825.98","2795.19","2801.52","0.61 %","7,379,446,819.65","-"
"NEPSE","2021-11-18","2806.13","2810.64","2760.2","2769.13","-1.16 %","6,271,867,229.84","-"
"NEPSE","2021-11-21","2771.76","2780.04","2749.83","2757.53","-0.42 %","4,357,309,319.33","-"
"NEPSE","2021-11-22","2758.99","2778.28","2758.64","2765.44","0.29 %","3,929,261,627.44","-"
"NEPSE","2021-11-23","2765.68","2765.68","2719.99","2733.14","-1.17 %","4,165,896,577.73","-"
"NEPSE","2021-11-24","2737.09","2743.22","2694.06","2735.01","0.07 %","4,217,415,336.52","-"
"NEPSE","2021-11-25","2736.85","2746.55","2720.84","2731.78","-0.12 %","3,789,709,330.90","-"
"NEPSE","2021-11-28","2731.78","2733.35","2644.6","2651.49","-2.94 %","5,835,135,054.76","-"
"NEPSE","2021-11-29","2650.54","2677.87","2621.8","2629.98","-0.81 %","4,008,937,133.19","-"
"NEPSE","2021-11-30","2630.32","2648.04","2603.9","2628.37","-0.06 %","3,089,041,990.69","-"
"NEPSE","2021-12-01","2628.69","2649.99","2628.48","2633.66","0.20 %","2,742,085,704.34","-"
"NEPSE","2021-12-02","2633.64","2645.57","2580.6","2584.61","-1.86 %","3,413,589,126.02","-"
"NEPSE","2021-12-05","2586.83","2587.57","2504.69","2513.89","-2.80 %","4,090,765,324.93","-"
"NEPSE","2021-12-06","2508.96","2549.5","2438.86","2546.09","1.28 %","4,542,345,271.36","-"
"NEPSE","2021-12-07","2549.36","2590.76","2505.86","2508.91","-1.46 %","3,128,341,700.27","-"
"NEPSE","2021-12-08","2508.29","2511.69","2448.78","2455.81","-2.12 %","2,663,909,619.74","-"
"NEPSE","2021-12-09","2454.42","2465.08","2428.33","2449.97","-0.24 %","2,673,308,791.68","-"
"NEPSE","2021-12-12","2448.66","2455.72","2359.95","2361.27","-3.62 %","3,382,509,520.17","-"
"NEPSE","2021-12-13","2351.93","2351.93","2259.51","2282.01","-3.36 %","3,995,604,177.84","-"
"NEPSE","2021-12-14","2283.67","2418.84","2283.67","2418.85","6.01 %","1,842,647,144.18","-"
"NEPSE","2021-12-15","2433.2","2493.07","2379.09","2414.62","-0.17 %","4,588,390,677.73","-"
"NEPSE","2021-12-16","2415.77","2418.87","2371.73","2376.74","-1.57 %","2,301,751,967.91","-"
"NEPSE","2021-12-20","2390.81","2390.81","2346.6","2358.81","-0.75 %","2,464,689,862.61","-"
"NEPSE","2021-12-21","2360.33","2415.55","2360.32","2415.55","2.41 %","2,383,259,846.99","-"
"NEPSE","2021-12-22","2425.05","2509.27","2424.38","2507.7","3.82 %","4,523,338,143.26","-"
"NEPSE","2021-12-23","2522.51","2542.29","2485.38","2520.23","0.50 %","4,490,266,410.23","-"
"NEPSE","2021-12-26","2531.43","2596.43","2531.15","2591.42","2.82 %","5,173,200,503.38","-"
"NEPSE","2021-12-27","2600.21","2616.27","2518.16","2521.65","-2.69 %","5,607,439,670.68","-"
"NEPSE","2021-12-28","2523.87","2533.63","2486.05","2518.99","-0.11 %","3,125,575,631.56","-"
"NEPSE","2021-12-29","2520.55","2538.78","2512.41","2524.5","0.22 %","3,623,480,291.76","-"
"NEPSE","2022-01-02","2538.25","2585.01","2528.75","2584.91","2.39 %","4,126,980,067.53","-"
"NEPSE","2022-01-03","2595.22","2634.86","2593.92","2616.94","1.12 %","4,533,017,178.58","-"
"NEPSE","2022-01-04","2619.22","2679.95","2593.9","2679.95","2.30 %","4,320,269,827.53","-"
"NEPSE","2022-01-05","2687.75","2700.29","2640.97","2649.2","-1.15 %","4,621,598,582.71","-"
"NEPSE","2022-01-06","2647.76","2692.76","2633.31","2692.47","1.63 %","3,676,846,349.30","-"
"NEPSE","2022-01-09","2699.88","2770.55","2699.88","2765.47","2.71 %","7,101,831,591.11","-"
"NEPSE","2022-01-10","2772.09","2806.74","2755.79","2784.95","0.70 %","7,123,424,035.13","-"
"NEPSE","2022-01-11","2792.64","2848.26","2771.15","2834.13","1.77 %","6,724,526,197.51","-"
"NEPSE","2022-01-12","2839.87","2874.89","2796.61","2803.62","-1.08 %","8,033,212,742.00","-"
"NEPSE","2022-01-13","2808.8","2858.2","2802.49","2857.75","1.93 %","6,669,748,567.76","-"
"NEPSE","2022-01-16","2873.42","2940.13","2873.41","2926.74","2.41 %","9,676,317,059.06","-"
"NEPSE","2022-01-17","2944.92","2956.11","2907.19","2947.38","0.71 %","7,901,890,668.04","-"
"NEPSE","2022-01-18","2953.11","2981.92","2915.56","2936.66","-0.37 %","8,443,419,561.86","-"
"NEPSE","2022-01-19","2945.63","2952.57","2889.18","2898.31","-1.31 %","6,021,311,881.03","-"
"NEPSE","2022-01-20","2901.51","2936.58","2884","2931.34","1.14 %","5,773,120,409.18","-"
"NEPSE","2022-01-23","2942.97","2962.44","2906.19","2920.51","-0.37 %","7,030,508,262.97","-"
"NEPSE","2022-01-24","2926.12","2926.21","2803.72","2820.65","-3.42 %","8,888,513,177.57","-"
"NEPSE","2022-01-25","2827.75","2857.91","2781.01","2815.06","0.20 %","5,395,672,627.02","-"
"NEPSE","2022-01-26","2817.17","2819.74","2760.88","2776.65","-1.36 %","4,313,154,042.17","-"
"NEPSE","2022-01-27","2778.89","2804.07","2776.74","2779.98","0.12 %","3,343,413,684.03","-"
"NEPSE","2022-01-30","2805.01","2885.62","2805.01","2885.53","3.80 %","6,324,274,038.57","-"
"NEPSE","2022-01-31","2895.77","2909.13","2860.7","2871.05","-0.50 %","5,154,177,598.09","-"
"NEPSE","2022-02-01","2875.74","2897.18","2855.95","2891.3","0.67 %","6,574,842,418.11","-"
"NEPSE","2022-02-03","2898.61","2925.05","2870.64","2876.74","-0.50 %","8,612,174,162.02","-"
"NEPSE","2022-02-06","2877.04","2877.04","2829.1","2836.17","-1.41 %","5,836,414,510.47","-"
"NEPSE","2022-02-07","2834.26","2853.78","2822.52","2851.86","0.49 %","5,022,017,180.72","-"
"NEPSE","2022-02-08","2877.58","2921.35","2825.96","2835.58","-0.57 %","6,287,217,985.34","-"
"NEPSE","2022-02-09","2837.33","2837.35","2799.96","2813.52","-0.78 %","3,471,109,182.03","-"
"NEPSE","2022-02-10","2813.33","2825.34","2790.9","2801.56","-0.43 %","3,829,533,349.64","-"
"NEPSE","2022-02-13","2783.89","2784.19","2696.65","2700.89","-3.59 %","5,977,214,730.64","-"
"NEPSE","2022-02-14","2697.37","2729.26","2694.31","2700.98","0.00 %","3,684,009,915.07","-"
"NEPSE","2022-02-15","2703.35","2754.5","2703.27","2754.29","1.97 %","3,233,318,614.48","-"
"NEPSE","2022-02-16","2759.37","2772.11","2725.16","2734.44","-0.72 %","3,026,330,784.14","-"
"NEPSE","2022-02-17","2735.33","2745.37","2723.17","2732.52","-0.07 %","2,278,173,660.06","-"
"NEPSE","2022-02-20","2713.52","2715.82","2669.32","2693.1","-1.44 %","4,086,474,828.32","-"
"NEPSE","2022-02-21","2695.26","2719.07","2693.83","2718.51","0.94 %","2,997,681,072.21","-"
"NEPSE","2022-02-22","2719.89","2750.3","2719.88","2735.93","0.64 %","3,212,887,822.12","-"
"NEPSE","2022-02-23","2732.48","2747.56","2715.91","2720.43","-0.57 %","3,131,210,281.89","-"
"NEPSE","2022-02-24","2715.44","2715.82","2654.37","2661.44","-2.17 %","4,293,864,191.66","-"
"NEPSE","2022-02-27","2660.39","2680.39","2638.01","2653.7","-0.29 %","3,273,065,909.76","-"
"NEPSE","2022-02-28","2662.26","2683.75","2606.62","2610.6","-1.62 %","3,660,189,867.56","-"
"NEPSE","2022-03-02","2612.51","2612.5","2542.1","2547.04","-2.43 %","3,621,143,979.33","-"
"NEPSE","2022-03-06","2542.57","2568.62","2527.97","2543.39","-0.14 %","2,493,241,272.52","-"
"NEPSE","2022-03-07","2542.66","2566.63","2538.28","2544.93","0.06 %","2,600,930,402.62","-"
"NEPSE","2022-03-09","2542.42","2557.55","2504.37","2514.58","-1.19 %","2,352,317,142.04","-"
"NEPSE","2022-03-10","2512.04","2566.9","2498.45","2566.9","2.08 %","2,780,216,427.20","-"
"NEPSE","2022-03-13","2575.27","2667.97","2575.21","2667.97","3.94 %","4,870,715,387.13","-"
"NEPSE","2022-03-14","2677.97","2683.41","2650.23","2668.11","0.01 %","1,342,232,838.50","-"
"NEPSE","2022-03-15","2673.55","2677.36","2637.15","2650.97","-0.64 %","3,364,229,175.36","-"
"NEPSE","2022-03-16","2653.57","2661.28","2625.96","2631.32","-0.74 %","2,570,401,188.09","-"
"NEPSE","2022-03-20","2634.11","2644.46","2607.74","2616.58","-0.56 %","2,274,626,190.52","-"
"NEPSE","2022-03-21","2620.13","2634.66","2600.92","2634.65","0.69 %","2,592,718,131.45","-"
"NEPSE","2022-03-22","2634.42","2658.05","2634.41","2650.7","0.61 %","2,518,894,178.30","-"
"NEPSE","2022-03-23","2651.41","2654.48","2622.69","2630.36","-0.77 %","2,046,352,547.24","-"
"NEPSE","2022-03-24","2630.93","2639.01","2611.18","2613.67","-0.63 %","3,248,943,824.65","-"
"NEPSE","2022-03-27","2623.2","2642.32","2567.75","2572.23","-1.59 %","4,989,514,415.78","-"
"NEPSE","2022-03-28","2574.12","2580.3","2538.42","2541.84","-1.18 %","2,545,321,813.94","-"
"NEPSE","2022-03-29","2542.65","2562.4","2519.89","2527.58","-0.56 %","1,750,628,199.30","-"
"NEPSE","2022-03-30","2527.77","2568.25","2515.8","2568.25","1.61 %","2,250,117,296.35","-"
"NEPSE","2022-03-31","2568.76","2584.54","2538.13","2544.3","-0.93 %","1,890,164,686.40","-"
"NEPSE","2022-04-03","2544.48","2547.04","2509.76","2513.41","-1.21 %","1,460,773,729.18","-"
"NEPSE","2022-04-04","2517.41","2525.54","2495.84","2497.47","-0.63 %","1,584,671,562.02","-"
"NEPSE","2022-04-05","2507.77","2507.77","2434.27","2452.06","-1.86 %","2,671,232,388.39","-"
"NEPSE","2022-04-06","2451.81","2458.35","2416.38","2428.75","-0.95 %","1,995,964,384.22","-"
"NEPSE","2022-04-07","2427.97","2476.37","2427.71","2464.31","1.47 %","2,121,511,279.53","-"
"NEPSE","2022-04-11","2471.81","2510.13","2415.9","2419.71","-1.81 %","2,260,786,628.14","-"
"NEPSE","2022-04-12","2424.71","2428.8","2379.48","2385.02","-1.44 %","1,524,364,418.11","-"
"NEPSE","2022-04-13","2385.24","2415.35","2366.94","2415.24","1.27 %","1,476,318,104.45","-"
"NEPSE","2022-04-17","2422.34","2437.67","2379.53","2385.64","-1.23 %","1,440,723,182.32","-"
"NEPSE","2022-04-18","2386.66","2387.51","2341.92","2343.87","-1.75 %","1,530,692,955.68","-"
"NEPSE","2022-04-19","2347.21","2372.32","2314.42","2357.24","0.57 %","1,326,865,931.84","-"
"NEPSE","2022-04-20","2364.47","2367.25","2316.69","2320.51","-1.56 %","1,458,737,755.46","-"
"NEPSE","2022-04-21","2327.08","2333.93","2286.6","2325.45","0.21 %","1,629,168,847.90","-"
"NEPSE","2022-04-24","2331.51","2430.28","2331.51","2420.91","4.11 %","2,531,275,592.85","-"
"NEPSE","2022-04-25","2423.74","2444.55","2381.93","2386.01","-1.44 %","2,042,253,182.30","-"
"NEPSE","2022-04-26","2386.04","2402.23","2358.76","2370.99","-0.63 %","1,046,014,417.21","-"
"NEPSE","2022-04-27","2373.1","2376.63","2348.57","2376.17","0.22 %","1,089,992,035.93","-"
"NEPSE","2022-04-28","2380.16","2390.27","2351.48","2356.17","-0.84 %","1,496,246,808.20","-"
"NEPSE","2022-05-02","2358.24","2359.4","2303.26","2307.44","-2.07 %","1,423,498,292.37","-"
"NEPSE","2022-05-04","2310.51","2312.07","2269.73","2275.68","-1.38 %","1,269,219,421.49","-"
"NEPSE","2022-05-05","2275.43","2275.42","2225.79","2238.62","-1.63 %","1,654,561,472.54","-"
"NEPSE","2022-05-08","2238.81","2256.64","2204.37","2256.57","0.80 %","1,326,421,671.70","-"
"NEPSE","2022-05-09","2263.06","2289.84","2255.45","2268.84","0.54 %","1,390,607,701.94","-"
"NEPSE","2022-05-10","2269.36","2314.63","2268.76","2313","1.95 %","1,356,687,468.50","-"
"NEPSE","2022-05-11","2313.28","2369.17","2313.28","2369.06","2.42 %","2,163,990,743.33","-"
"NEPSE","2022-05-12","2373.38","2389.07","2343.33","2350.42","-0.79 %","2,328,434,272.93","-"
"NEPSE","2022-05-17","2350.43","2350.43","2263.3","2265.52","-3.61 %","1,644,096,192.86","-"
"NEPSE","2022-05-18","2262.99","2281.96","2237.98","2274.42","0.39 %","1,326,320,346.01","-"
"NEPSE","2022-05-19","2274.8","2282.88","2247.6","2250.91","-1.03 %","1,300,981,996.44","-"
"NEPSE","2022-05-20","2251.49","2258.51","2231.33","2235.09","-0.70 %","932,206,084.34","-"
"NEPSE","2022-05-23","2241.26","2249.62","2191.03","2200.88","-1.53 %","1,369,513,191.50","-"
"NEPSE","2022-05-24","2203.14","2227.87","2190.52","2217.19","0.74 %","1,088,833,541.73","-"
"NEPSE","2022-05-25","2222.49","2243.57","2222.01","2231.57","0.65 %","1,044,626,939.46","-"
"NEPSE","2022-05-26","2240.61","2245.42","2222.89","2239.6","0.36 %","889,834,908.60","-"
"NEPSE","2022-05-27","2242.46","2250.69","2214.64","2223.78","-0.71 %","1,298,905,589.58","-"
"NEPSE","2022-05-30","2227.43","2233.54","2173.44","2173.44","-2.26 %","1,338,856,282.37","-"
"NEPSE","2022-05-31","2172.02","2172.01","2126.39","2137.92","-1.63 %","1,317,699,089.63","-"
"NEPSE","2022-06-01","2138.06","2154.58","2119.41","2130.71","-0.34 %","1,078,484,181.95","-"
"NEPSE","2022-06-02","2130.35","2142.65","2107.77","2112.47","-0.86 %","1,161,514,168.66","-"
"NEPSE","2022-06-03","2113.13","2117.4","2071.93","2078.7","-1.60 %","1,307,359,540.81","-"
"NEPSE","2022-06-06","2079.6","2093.95","2054.13","2065.82","-0.62 %","1,273,385,276.83","-"
"NEPSE","2022-06-07","2065.19","2065.19","2016.78","2020.23","-2.21 %","1,312,806,562.65","-"
"NEPSE","2022-06-08","2019.54","2096.18","2017.25","2080.44","2.98 %","1,640,356,608.05","-"
"NEPSE","2022-06-09","2082.45","2115.6","2058.28","2062.8","-0.85 %","1,472,690,554.25","-"
"NEPSE","2022-06-10","2067.76","2070.01","2036.55","2048.16","-0.71 %","894,124,114.10","-"
"NEPSE","2022-06-13","2049.31","2052.47","2027.05","2032.34","-0.77 %","998,674,262.44","-"
"NEPSE","2022-06-14","2032.53","2034.81","1990.32","1996.26","-1.78 %","1,185,546,179.44","-"
"NEPSE","2022-06-15","1999.05","1999.08","1945.42","1966.37","-1.50 %","1,491,758,817.38","-"
"NEPSE","2022-06-16","1966.89","1993.95","1950.76","1978.94","0.64 %","1,187,145,518.65","-"
"NEPSE","2022-06-17","1981.21","1991.58","1966.85","1971.36","-0.38 %","736,312,157.99","-"
"NEPSE","2022-06-19","1971.84","1974.22","1928.19","1934.11","-1.89 %","1,134,091,212.36","-"
"NEPSE","2022-06-20","1934.03","1934.64","1879.69","1884.81","-2.55 %","1,750,600,171.42","-"
"NEPSE","2022-06-21","1884.25","1931.91","1877.8","1924.74","2.12 %","1,253,757,714.92","-"
"NEPSE","2022-06-22","1925.46","1926.99","1889.7","1893.53","-1.62 %","843,773,459.03","-"
"NEPSE","2022-06-23","1889.4","1889.4","1835.88","1848.28","-2.39 %","1,499,709,634.92","-"
"NEPSE","2022-06-24","1848.38","1879.45","1806.95","1862.06","0.75 %","1,151,208,031.19","-"
"NEPSE","2022-06-26","1863.47","1957.09","1863.43","1956.98","5.10 %","2,196,141,848.83","-"
"NEPSE","2022-06-27","1967.3","1987.59","1931.17","1933.13","-1.22 %","2,044,831,947.71","-"
"NEPSE","2022-06-28","1935.54","1936.01","1908.74","1921.31","-0.61 %","1,058,263,522.26","-"
"NEPSE","2022-06-29","1924.91","1963.77","1915.19","1962.71","2.15 %","1,431,400,640.64","-"
"NEPSE","2022-06-30","1966.86","2037.64","1966.85","2037.64","3.82 %","2,458,619,494.89","-"
"NEPSE","2022-07-01","2041.94","2053.98","2015.56","2028.77","-0.44 %","1,459,312,015.14","-"
"NEPSE","2022-07-03","2028.79","2086.38","2020.96","2086.38","2.84 %","2,480,473,998.90","-"
"NEPSE","2022-07-04","2095.62","2148.61","2059","2076.67","-0.47 %","4,349,273,593.21","-"
"NEPSE","2022-07-05","2078.63","2091.88","2025.57","2030.59","-2.22 %","2,968,485,223.95","-"
"NEPSE","2022-07-06","2036.46","2047.37","1994.54","2043.92","0.66 %","2,178,655,700.71","-"
"NEPSE","2022-07-07","2051.5","2080.96","2023.01","2027.32","-0.81 %","1,806,204,764.99","-"
"NEPSE","2022-07-08","2031.87","2033.4","1988.43","1992.61","-1.71 %","1,168,451,395.02","-"
"NEPSE","2022-07-11","1993.33","1993.55","1912.49","1915.61","-3.86 %","2,325,641,022.26","-"
"NEPSE","2022-07-12","1916.41","1947.54","1908.59","1927.28","0.61 %","1,707,752,977.83","-"
"NEPSE","2022-07-13","1928.5","1986.82","1928.5","1986.82","3.09 %","2,044,443,007.47","-"
"NEPSE","2022-07-14","1987.32","2012.16","1977.14","2001.53","0.74 %","2,411,834,599.35","-"
"NEPSE","2022-07-15","2002.96","2009.89","1989.19","2009.46","0.40 %","1,456,259,832.87","-"
"NEPSE","2022-07-17","2010.92","2018.97","1994.75","2011.39","0.10 %","1,232,488,082.72","-"
"NEPSE","2022-07-18","2011.71","2029.46","2000.14","2029.43","0.90 %","1,312,962,959.62","-"
"NEPSE","2022-07-19","2029.71","2062.36","2028.17","2045.63","0.80 %","2,299,316,326.29","-"
"NEPSE","2022-07-20","2046.21","2061.56","2033.28","2050.59","0.24 %","1,731,832,270.05","-"
"NEPSE","2022-07-21","2052.95","2066.07","2038.33","2044.72","-0.29 %","1,642,648,586.50","-"
"NEPSE","2022-07-22","2046.62","2047.29","2013.46","2017.46","-1.33 %","1,443,432,770.47","-"
"NEPSE","2022-07-24","2027.8","2078.51","2027.66","2078.51","3.03 %","2,730,937,196.52","-"
"NEPSE","2022-07-25","2081.98","2134.62","2081.65","2132.96","2.62 %","4,106,818,941.37","-"
"NEPSE","2022-07-26","2134.14","2141.61","2085.83","2088.16","-2.10 %","3,704,998,398.24","-"
"NEPSE","2022-07-27","2089.01","2112.11","2065.96","2111.99","1.14 %","3,161,455,141.99","-"
"NEPSE","2022-07-28","2113.35","2156.39","2105.7","2127.42","0.73 %","4,976,433,105.03","-"
"NEPSE","2022-07-29","2130.32","2147.63","2117.31","2140.39","0.61 %","2,191,619,914.28","-"
"NEPSE","2022-07-31","2142.31","2195.35","2142.3","2195.1","2.55 %","4,609,971,271.66","-"
"NEPSE","2022-08-01","2205.77","2224.48","2183.22","2196.25","0.05 %","4,670,798,756.40","-"
"NEPSE","2022-08-02","2198.06","2202.88","2170.25","2193.43","-0.13 %","3,293,234,705.73","-"
"NEPSE","2022-08-03","2196.13","2214.05","2183.09","2186.77","-0.31 %","4,029,931,439.76","-"
"NEPSE","2022-08-04","2191.49","2193.35","2147.7","2148.16","-1.77 %","3,768,079,173.01","-"
"NEPSE","2022-08-05","2150.47","2150.58","2108.34","2113.3","-1.62 %","2,626,154,947.80","-"
"NEPSE","2022-08-07","2109.41","2133.62","2107.49","2123.82","0.49 %","2,673,338,232.36","-"
"NEPSE","2022-08-08","2128.19","2140.26","2102.25","2106.15","-0.83 %","2,857,072,961.40","-"
"NEPSE","2022-08-09","2109.79","2112.71","2060.31","2062.8","-2.06 %","2,815,144,598.32","-"
"NEPSE","2022-08-10","2064.39","2074.92","2042.62","2056.88","-0.29 %","1,935,520,146.52","-"
"NEPSE","2022-08-11","2059.83","2074.73","2036.8","2037.92","-0.92 %","1,761,023,038.84","-"
"NEPSE","2022-08-14","2035.32","2043.03","2007.68","2010.01","-1.37 %","1,873,281,897.06","-"
"NEPSE","2022-08-15","2007.19","2065.9","2007.19","2065.89","2.78 %","2,432,984,611.90","-"
"NEPSE","2022-08-16","2069.38","2088.23","2035.47","2041.06","-1.20 %","2,734,853,057.66","-"
"NEPSE","2022-08-17","2043.62","2053.09","2035.38","2040.7","-0.02 %","1,405,974,256.30","-"
"NEPSE","2022-08-18","2041.71","2072.37","2041.71","2068.26","1.35 %","2,057,980,056.55","-"
"NEPSE","2022-08-21","2070.06","2089.25","2055.78","2060.55","-0.37 %","2,047,093,688.57","-"
"NEPSE","2022-08-22","2061.03","2065.81","2043.72","2053.13","-0.36 %","1,726,287,429.59","-"
"NEPSE","2022-08-23","2053.35","2060.21","2048.8","2054.95","0.09 %","1,333,560,857.30","-"
"NEPSE","2022-08-24","2054.99","2073.54","2052.13","2057.85","0.14 %","1,526,186,217.86","-"
"NEPSE","2022-08-25","2058.01","2068.55","2035.69","2039.55","-0.89 %","1,717,469,670.13","-"
"NEPSE","2022-08-26","2040.47","2040.46","2018.18","2022.62","-0.83 %","1,294,832,820.01","-"
"NEPSE","2022-08-28","2022.32","2022.76","1987.04","1989.26","-1.65 %","2,059,737,103.36","-"
"NEPSE","2022-08-29","1989.37","1995.78","1975.07","1993.02","0.19 %","1,266,619,150.42","-"
"NEPSE","2022-08-30","1993.47","2012.18","1987.39","1995.21","0.11 %","1,019,516,696.19","-"
"NEPSE","2022-08-31","1993.38","1996.89","1968.41","1973.38","-1.10 %","1,126,217,861.98","-"
"NEPSE","2022-09-01","1972.98","1982.34","1953.58","1972.29","-0.05 %","1,383,462,162.06","-"
"NEPSE","2022-09-02","1970.78","1984.88","1964.8","1970.62","-0.08 %","698,805,950.93","-"
"NEPSE","2022-09-04","1971.86","1988.38","1969.48","1977.3","0.34 %","1,071,615,922.48","-"
"NEPSE","2022-09-05","1978.3","1987.57","1970.68","1973.01","-0.22 %","909,904,751.02","-"
"NEPSE","2022-09-06","1974.13","1978","1947.21","1951.79","-1.08 %","1,190,765,612.99","-"
"NEPSE","2022-09-07","1951.21","1955.97","1933.29","1939.88","-0.61 %","826,230,582.90","-"
"NEPSE","2022-09-08","1940.19","1947.91","1925.22","1937.74","-0.11 %","1,044,440,646.77","-"
"NEPSE","2022-09-11","1938.2","1946.42","1922","1926.28","-0.59 %","747,226,625.36","-"
"NEPSE","2022-09-12","1926.45","1928.71","1906.75","1912.74","-0.70 %","831,603,650.57","-"
"NEPSE","2022-09-13","1913.41","1940.85","1913.2","1934.04","1.11 %","922,574,409.66","-"
"NEPSE","2022-09-14","1936.37","1984.12","1936.34","1981.48","2.45 %","1,453,824,649.96","-"
"NEPSE","2022-09-15","1983.26","1989.84","1920.38","1924.48","-2.88 %","2,125,655,787.39","-"
"NEPSE","2022-09-16","1921.05","1921.05","1886.72","1910.38","-0.73 %","908,186,487.98","-"
"NEPSE","2022-09-18","1910.2","1911.57","1874.14","1876.41","-1.78 %","1,601,822,954.98","-"
"NEPSE","2022-09-20","1875.41","1877.65","1833.55","1837.6","-2.07 %","1,229,669,722.27","-"
"NEPSE","2022-09-21","1838.4","1862.48","1838.14","1848.82","0.61 %","721,259,884.68","-"
"NEPSE","2022-09-22","1848.79","1856.02","1836.17","1838.96","-0.53 %","655,705,169.42","-"
"NEPSE","2022-09-25","1838","1838.67","1811.32","1815.13","-1.30 %","1,072,480,097.24","-"
"NEPSE","2022-09-27","1814.71","1842.05","1814.68","1831.05","0.88 %","663,013,000.45","-"
"NEPSE","2022-09-28","1831.24","1845.69","1831.23","1837.46","0.35 %","485,408,767.82","-"
"NEPSE","2022-09-29","1836.84","1853.8","1835.95","1853.76","0.89 %","632,407,627.67","-"
"NEPSE","2022-10-09","1854.57","1898.45","1854.542","1898.38","2.41 %","836,873,139.83","-"
"NEPSE","2022-10-10","1901.25","1908.58","1866.83","1871.22","-1.43 %","971,767,714.44","-"
"NEPSE","2022-10-11","1871.28","1871.28","1849.8","1855.16","-0.86 %","552,809,984.50","-"
"NEPSE","2022-10-12","1854.57","1872.86","1848.13","1866.48","0.61 %","691,737,893.98","-"
